EXPTIME,TOTCORR,USTHRSH,THRSHLD,THRSBIN,WAVEBNS,GAIAMAG,2MASSMAG,TARGTEFF,ELAPSED,DATE-MID,MJD-OBS,MJD-minus-offset,DRPTAGL2,USTHRSH_1,READSPED,NOTJUNK,EMSCCT48,EMSCCT45,EMSCCT56,EMSCCT67,EMSCCT78,SNRSC452,SNRSC548,SNRSC652,SNRSC747,SNRSC852,TOTCORR_1,TOTCORR_2,TOTCORR_3,TOTCORR_4,TOTCORR_SUM,EMZP_1,EMZP_2,EMZP_3,EMZP_4,EMZP_SUM,KPFEra,ZP_452,ZP_548,ZP_652,ZP_747,ZP_852,ZP-etc-452,SD-ZP-etc-452,ZP-etc-548,SD-ZP-etc-548,ZP-etc-652,SD-ZP-etc-652,ZP-etc-747,SD-ZP-etc-747,ZP-etc-852,SD-ZP-etc-852,ZP-etc-EM1,SD-ZP-etc-EM1,ZP-etc-EM2,SD-ZP-etc-EM2,ZP-etc-EM3,SD-ZP-etc-EM3,ZP-etc-EM4,SD-ZP-etc-EM4,ZP-etc-EMSUM,SD-ZP-etc-EMSUM,VMAG,KPF-etc-452,SD-KPF-etc-452,KPF-etc-548,SD-KPF-etc-548,KPF-etc-652,SD-KPF-etc-652,KPF-etc-747,SD-KPF-etc-747,KPF-etc-852,SD-KPF-etc-852
30.0,6.263e+07 1.0197e+08 9.2429e+07 6.231e+07,No,1100352112.676056,604.375,498.12 604.38 710.62 816.88,3.32,2.11,5879.0,30.0,2025-07-07 13:24:08.168000,60863.558256,279.5582559999966,v2.10.3,No,regular,True,140289425.0,27421117.0,44576876.0,40407195.0,27884235.0,216.994,403.164,469.058,481.962,388.973,62630000.0,101970000.0,92429000.0,62310000.0,319339000.0,19.119152892454114,19.64837791145765,19.541717499150806,19.113591241337748,20.887826765644725,3.0,11.309435490901636,12.654605590267115,12.983329600470771,13.042260852726137,12.576794145433857,411970.4735061487,8.749246240701366,1364575.6401776357,8.39525947084732,1908900.5112920962,8.676212880555019,2166823.5565463123,9.328202225255694,1508046.2996840389,9.967259433056599,465442447.84722084,7.431621393057973,741773830.3490057,7.274431993223553,699134851.5329604,7.564020507989488,504881775.0906193,8.102740733279077,2372506072.4868255,7.42942788850352,3.4779999999999998,533089.5562271979,,1013359.0069144097,6.234474330099553,1264623.9515012947,5.747888144074672,1317638.9252266993,5.6724518788110725,738133.1819063622,4.878606791946455
45.0,6.7475e+07 1.4523e+08 1.5346e+08 1.1933e+08,Yes,2502214000.0,604.375,498.12 604.38 710.62 816.88,5.23,3.98,4746.0,45.0,2024-10-20 11:47:46.966000,60603.491254,19.49125400000048,v2.12.0rc1,Yes,regular,True,290608217.0,40224619.0,86440349.0,91324024.0,72619224.0,237.79,483.221,609.627,658.422,556.409,67475000.0,145230000.0,153460000.0,119330000.0,485495000.0,20.669825948633026,21.50210955896302,21.561956700223426,21.28884281712164,22.812430619484825,2.0,12.977936649983064,14.517697714342487,15.022289682509223,15.189490383683081,14.82393944634146,106403.85182285136,1.8817857520633423,352442.9869519924,1.5093754215215824,493031.370475287,1.3266188580534204,559647.8084334764,1.2909402451258363,389498.6299574817,1.2581071835312823,120214608.66190389,1.7816170235183977,191585557.2337431,1.3191872012238732,180572749.57981712,1.1766763298567517,130401009.39175351,1.0927764132385276,612771547.5267804,1.2621583075557532,5.550000000000001,90003.4348329963,1.5917391936850969,217294.91676175495,0.9305891129178474,329918.3823577477,0.8877243393911084,375799.6980536987,0.8668575968904622,234643.42843781848,0.7579143036222054
155.0,4.9463e+07 7.459e+07 6.7838e+07 4.4412e+07,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,7.39,6.51,6183.0,155.0,2024-09-06 13:08:59.840000,60559.547016,-24.452984000003198,v2.12.0rc1,No,regular,True,140418480.0,29303881.0,44121926.0,40121881.0,26870790.0,205.715,364.371,410.222,416.157,332.772,49463000.0,74590000.0,67838000.0,44412000.0,236303000.0,21.149871888051035,21.595872272454095,21.49285334349163,21.032921582431115,22.84784384277681,2.0,13.480500554800901,14.721889777182852,14.979265492834452,15.010456775140668,14.524904638985749,50127.55637854268,1.1845260442437986,166038.21568481775,1.2506058290290276,232270.33041093766,1.380243919000485,263653.77370062604,1.5223677792563395,183495.373504568,1.657034554810329,56633895.01403248,1.1449749310400195,90257219.612105,1.210044504787572,85069013.29155445,1.254002377598904,61432775.582097635,1.383247221068577,288680717.5641999,1.221654898855283,7.54,64904.901628255255,1.5337182167263905,118048.05701433112,0.8891422230645705,141117.59722336842,0.8385776396275445,144999.61360332166,0.8372447572283391,79922.14576859689,0.7217280452569901
45.0,5.5486e+07 1.1507e+08 1.2445e+08 9.2218e+07,Yes,2502214000.0,604.375,498.12 604.38 710.62 816.88,5.23,3.98,4746.0,45.059,2024-09-06 14:04:50.738000,60559.586434,-24.413566000002902,v2.12.0rc1,Yes,regular,True,232990687.0,33237969.0,68816828.0,74426138.0,56509750.0,215.344,436.406,546.924,588.615,496.509,55486000.0,115070000.0,124450000.0,92218000.0,387224000.0,20.45742725941617,21.249373998296225,21.33445596792317,21.00900796336102,22.566874382765587,2.0,12.762632594471441,14.29642228019562,14.786603622605533,14.946125341911223,14.576604341399523,106543.3590952413,2.2975281093999462,352905.0788682183,1.85300453730752,493677.7893832435,1.6504015615772247,560381.5688934224,1.617413978727167,390009.3059389815,1.5820518737435547,120372223.37103838,2.1694161296730416,191836747.18656066,1.6671308524077575,180809500.51815507,1.452868626100081,130571979.60406713,1.4159055672869412,613574959.1113154,1.5845478563087911,5.550000000000001,90093.88352477149,1.9428074320252253,217513.28666049227,1.142100613567739,330249.93288281607,1.104050084208778,376177.35687440407,1.0857504051940297,234879.232673237,0.9527750350969315
60.0,1.8769e+07 2.8862e+07 2.5679e+07 1.7611e+07,No,211805800.0,816.875,498.12 604.38 710.62 816.88,4.42,2.94,5837.0,60.023,2024-05-28 11:23:00.889000,60458.473966,-125.52603400000226,v2.12.0rc1,No,regular,True,53262967.0,10964102.0,16828084.0,14970128.0,10500651.0,97.92,213.405,254.071,273.113,231.906,18769000.0,28862000.0,25679000.0,17611000.0,90921000.0,18.158224709822925,18.62543792992181,18.498567142262488,18.089081916734703,19.871282383272806,2.0,9.928978898048321,11.620644826872343,11.999397358703863,12.15633373786467,11.801181799490038,299269.5523225697,,991274.7811043063,,1386691.1300238725,,1574055.320544559,,1095496.8135147556,,338113437.62984467,,538850078.8511776,,507875654.899944,,366763524.3886928,,1723470189.873,,4.578,366539.2900188026,,701245.5400532938,,880103.8571816212,,919288.6618662289,,516196.6383494945,9.598231086254879
30.0,,,,,,3.47,2.23,5002.0,30.015,2023-08-31 13:58:34.517000,60187.582169,-396.41783099999884,v2.10.3,,regular,True,1492938955.0,238269268.0,472282442.0,442959378.0,339427865.0,458.553,897.213,1088.859,1155.884,961.849,,,,,,,,,,,1.0,13.084144558621349,14.541674651126886,14.962055088946782,15.091768124074548,14.69273135221498,358990.6882021016,1.7072774552396675,1189089.946184897,1.4771465754975546,1663414.1336050553,1.4029981454384544,1888168.0358227822,1.4132276861253366,1314110.1457022915,1.4204239052280294,405586117.0076092,,646381027.2153516,,609225460.6546377,,439953510.15799284,,2067399589.2887714,,3.74,354250.299805136,1.6847332542194366,805964.1983846322,1.0012087474435434,1163092.9103519055,0.98100476798268,1287806.8126212964,0.9638783240942735,773965.6118991144,0.8365807543312269
600.0,8.8622e+06 2.4623e+07 4.0539e+07 4.3375e+07,Yes,1537621000.0,710.625,498.12 604.38 710.62 816.88,9.05,6.59,4000.0,600.0,2025-02-07 15:58:30.065000,60713.662149,129.6621490000034,v2.10.3,Yes,regular,True,86356427.0,6508250.0,17947032.0,29506810.0,32394333.0,70.144,183.224,300.456,391.639,350.882,8862200.0,24623000.0,40539000.0,43375000.0,117399200.0,19.47347574119013,20.58297428676315,21.124304452752906,21.197720593538214,22.278784717751538,2.5,11.33457451470208,13.419533674436174,14.493526279755777,15.069051538948642,14.830427322966571,42062.59731342486,8.548994350077642,139324.53743106456,4.150141359978358,194900.651094045,2.158994458638774,221234.8519362769,1.4423865966468568,153973.0352366224,1.2506117117138371,47522139.36535972,5.362341107779075,75735849.84881528,3.0758173191250164,71382367.47292796,1.760831975947309,51548934.11604386,1.1884480487848728,242235242.49530718,2.0633466198688506,9.675,20333.818779291538,4.132738179821923,60035.740385521254,1.7883196588695185,123387.22487490685,1.366810902253982,169616.8502798703,1.1058523070298614,115369.49472736164,0.9370630452196785
900.0,,,,,,12.2,9.41,3176.6,900.0,2023-09-11 07:13:21.715000,60198.295738,-385.7042619999993,v2.9.1,,regular,True,26450820.0,1534299.0,4376471.0,8509814.0,12030234.0,22.645,62.098,111.408,155.065,137.42,,,,,,,,,,,1.0,11.589255351496567,13.779781791459222,15.048975615559211,15.766962643832644,15.504643447426135,3467.267472651135,6.761494441481163,11484.679207451498,2.978267092213778,16065.881117646235,1.2944098029946227,18236.639079123594,0.758433025984203,12692.171450166665,0.6721033214824741,3917303.699163542,,6242991.766240171,,5884129.289864845,,4249236.945083985,,19967725.025997758,,13.6,637.6619570163053,1.2435001948704758,2036.6671779240353,0.5281591870556978,6819.852987037975,0.5494678129858733,19506.09600639265,0.8112277352794834,12558.961595143306,0.6650493050466795
300.0,1.3303e+08 3.9462e+08 4.9739e+08 4.3041e+08,No,1537621000.0,710.625,498.12 604.38 710.62 816.88,5.96,3.89,4083.0,300.001,2024-02-27 12:35:54.051000,60367.523195,-216.47680499999842,v2.12.0rc1,No,regular,True,857510280.0,77907308.0,230725393.0,290797511.0,258080067.0,297.846,740.551,1068.091,1209.704,1042.586,133030000.0,394620000.0,497390000.0,430410000.0,1455450000.0,20.077070840905414,21.25764459380809,21.508939487085318,21.351902745766562,22.67469008929185,2.0,12.137155723219841,14.114971726817732,14.910238141243326,15.18059244663094,14.857756307496874,362132.52958579414,4.0821033348398315,1199496.7119441058,2.1872031181669995,1677972.1250375127,1.4708494780219146,1904693.0451594433,1.3015677003595447,1325611.0725346145,1.219529598456647,409135755.72789806,3.0755149645034807,652038072.7256659,1.6523188706240584,614557325.3162788,1.2355642962590299,443803927.98369515,1.0311189981266586,2085493210.6547887,1.432885506650719,6.54,183619.33843488304,2.06983093903068,529125.4309171543,0.9648253145502456,1041994.5574419567,0.913374619307764,1384579.9890537432,0.9461496154965311,931896.8554513312,0.8573221976477555
88.0,6.2138e+06 1.3643e+07 1.4161e+07 1.0375e+07,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,7.29,5.84,4980.0,88.032,2024-12-17 12:14:49.800000,60661.509787,77.50978700000269,v2.10.3,No,regular,True,26443813.0,3692202.0,8081104.0,8382435.0,6288071.0,70.856,143.119,178.56,193.016,164.005,6213800.0,13643000.0,14161000.0,10375000.0,44392800.0,19.412186496518764,20.266068017454273,20.30652812658723,19.968763583084904,21.547074665303516,2.5,11.68067647797329,13.207279784978486,13.687714205912002,13.856759875640051,13.50307876228101,31216.58599408997,6.217734038638969,103399.14036681507,5.048034821481719,144644.72771013476,4.536639332242278,164188.54805607398,4.407133841693507,114270.4636002352,4.248345337881933,35268362.98452754,5.67581238284585,56207053.78758096,4.119845619554421,52976134.49964467,3.7409882423306735,38256832.37643458,3.6874055302587547,179773902.73378482,4.049618468170173,7.5600000000000005,30821.287158937237,6.138998233793787,70485.09868560288,3.4411430433390016,102113.77361732088,3.202697872848657,113327.47530817986,3.0419256247627686,68361.03375050137,2.5415253415155847
16.0,,,,,,4.45,3.42,5300.0,16.0,2023-09-01 05:32:43.660000,60188.230967,-395.76903299999685,v2.9.1,,regular,True,485367939.0,81544134.0,152115264.0,142143203.0,109565336.0,232.639,443.787,535.486,569.095,474.4,,,,,,,,,,,1.0,13.27311265518907,14.675572924109215,15.08344064793694,15.215623893191054,14.82042344514122,77600.55343658401,1.4338369694697328,257037.4133433735,1.305110217813419,359568.81781100336,1.2539660553799226,408152.32644315116,1.2602384805068283,284062.1719015682,1.2621879874425928,87672767.51275152,,139723750.75807104,,131692086.92076838,,95101731.03823726,,446895581.35016716,,4.6770000000000005,85922.95291760823,1.5876111826954153,182479.50979080363,0.9265416643895797,249977.7998207204,0.8717765836371926,269798.2575806779,0.833047183976351,156984.264266202,0.6975362162723074
75.0,2.1998e+08 3.2925e+08 3.0511e+08 2.1475e+08,No,640697078.421322,498.125,498.12 604.38 710.62 816.88,4.87,3.96,5763.6,75.028,2025-05-05 06:45:28.291000,60800.281139,216.2811389999988,v2.10.3,No,regular,True,643863066.0,132065907.0,197324602.0,182858890.0,131613666.0,435.713,779.038,878.488,890.527,713.073,219980000.0,329250000.0,305110000.0,214750000.0,1069090000.0,21.03830483579814,21.476161300605305,21.393487946284324,21.012179772778953,22.754882509730024,3.0,13.37834943055044,14.6401400527835,14.901026008927879,14.930582298659957,14.448016804064228,247154.31988877643,1.3018686532688695,818652.7578410591,1.3489083551094596,1145210.732187812,1.483931118913677,1299947.051737416,1.6391982453963516,904725.4148752309,1.7792984701687196,279233874.86003983,1.2693602821167371,445013947.2154795,1.3515989285208185,419433454.22445846,1.3746958612449887,302894794.09717375,1.4104530574955705,1423342599.7427032,1.3313590060169893,5.035,294168.17962684965,1.5495109776665192,569159.6952430087,0.9378143064338216,721420.3446501221,0.9347957272445298,756798.4615260689,0.9543024914700716,426688.70551766007,0.8391568850428996
334.0,,,,,,11.51,8.69,3189.9,334.0,2023-08-27 08:17:25.675000,60183.343504,-400.65649600000324,v2.9.1,,regular,True,23502600.0,1269867.0,3702162.0,7398109.0,11132460.0,20.162,55.0,100.627,145.091,134.106,,,,,,,,,,,1.0,11.723301885003677,13.902447280442308,15.214206459121868,16.008836202824774,15.837874877657814,2429.356790872239,5.976185671756223,8046.792941035601,2.660096840011769,11256.63298328038,1.1116791385991962,12777.584463560252,0.60697081937273,8892.827895911085,0.4944740099313311,2744676.7284426964,,4374180.694827818,,4122742.061711624,,2977247.2732459554,,13990477.738680644,,12.91,409.11876502327414,1.0064267672682394,1303.6407480722157,0.4309556191974267,4321.381473699087,0.42676967805344224,12170.895639650967,0.578151411948528,7861.616866052157,0.437134875632531
60.0,2.3302e+07 3.4233e+07 3.0785e+07 2.1472e+07,No,640697078.421322,498.125,498.12 604.38 710.62 816.88,5.77,4.88,6000.0,60.022,2025-06-16 14:58:39.253000,60842.623717,258.6237170000022,v2.10.3,No,regular,True,64404691.0,13631681.0,19975491.0,17971873.0,12825644.0,143.758,242.582,275.185,284.837,230.76,23302000.0,34233000.0,30785000.0,21472000.0,109792000.0,19.743104868847077,20.160734274263255,20.045469768859643,19.654303120263137,21.426048614981088,3.0,12.112781984646833,13.248914735698285,13.522745660761387,13.597603888965399,13.140424525471413,86308.84372900958,4.176295826695512,285882.0067422792,4.858136099538628,399919.42752877215,5.2810829301892515,453954.95006877335,5.595255852627742,315939.46844736283,5.933115769502389,97511355.98190862,4.184677537632333,155403471.17839196,4.539580848257295,146470498.5600432,4.757852803639539,105773993.59973988,4.926136065561656,497045951.16653603,4.527160004067109,5.925,104709.33098319605,5.0666550854767065,195418.35349210622,3.3208419390600254,239891.90979438095,3.1678607806930277,248133.89954710033,3.0583930265898,138043.2257012003,2.592352399988997
172.0,3.4428e+08 5.7515e+08 5.2364e+08 3.6e+08,No,211805800.0,816.875,498.12 604.38 710.62 816.88,5.21,4.16,5750.0,172.0,2024-04-05 14:11:18.453000,60405.590188,-178.40981199999806,v2.12.0rc1,No,regular,True,1065838256.0,202883349.0,338289826.0,307993070.0,216672009.0,540.491,988.763,1141.664,1175.407,959.667,344280000.0,575150000.0,523640000.0,360000000.0,1803070000.0,20.963458368465187,21.520631693049538,21.41876091820217,21.011935134649345,22.76121035153881,2.0,13.285121216149285,14.596639915404673,14.908870416216772,14.972120246613503,14.531781687768461,414260.2690017185,1.4180656901880349,1372160.1622615894,1.4035257771399574,1919510.4750476251,1.4726985969816178,2178867.096407921,1.5770817096349357,1516428.253843862,1.646572074195409,468029448.8316782,1.3594441989998787,745896723.8200101,1.2968733788055464,703020750.9767041,1.3425650274553207,507687985.9449047,1.410244405402513,2385692827.5272017,1.323128235469062,5.375,485751.93575383036,1.6627907756996891,941806.1725044189,0.9633345119135409,1195936.5423053307,0.9175537673939544,1255580.6267841656,0.9087994603882703,708434.6335961004,0.7692343380673401
600.0,9.6742e+06 1.4779e+07 1.4258e+07 9.7467e+06,Yes,9615384.615385,498.125,498.12 604.38 710.62 816.88,7.8,6.8,5656.0,91.177,2026-01-01 15:28:20.785000,61041.644155,457.6441550000018,v2.12.0rc1,Yes,regular,True,28400798.0,5654532.0,8620722.0,8315540.0,5810002.0,90.378,156.78,181.492,189.881,155.763,9674200.0,14779000.0,14258000.0,9746700.0,48457900.0,18.318659527919277,18.77873449687828,18.73976839998332,18.326765871138058,20.068033347462602,4.0,10.634935506429155,11.831075174595737,12.14890930650961,12.247029425267296,11.816943389626537,20212.97014044161,2.474598136145455,66951.70756909325,2.7238321253941584,93658.53020348806,2.8433633752629093,106313.29831802245,2.94865913928917,73990.96970832317,3.049650796803353,22836525.686808772,2.3605596004639944,36394482.731252566,2.4625808736215284,34302438.613885045,2.405838028747724,24771581.70464739,2.5415352585641693,116404930.65694626,2.402186860283798,7.979,23541.351911434307,2.882079435017007,46403.27566050236,1.8878492805752491,59776.0223901431,1.8147300882658806,63100.78207589119,1.7501356905303453,35808.62443126511,1.475907133799267
480.0,,,,,,11.417,10.475,6210.0,480.027,2023-07-15 09:22:57.298000,60140.38816,-443.61183999999776,v2.8.2,,null,True,,,,,,53.6,95.8,108.8,111.3,89.5,,,,,,,,,,,1.0,13.359720855024882,14.620724451953754,14.897041383371837,14.946372728234573,14.473012083140592,3803.7371805237563,1.32397846838235,12599.172591195935,1.3728118112277161,17624.942357948355,1.4889150321309639,20006.354473719148,1.6150189804329258,13923.841995860523,1.7382531126819416,4297445.710618484,,6848822.620769513,,6455135.501200406,,4661590.340047412,,21905428.032579213,,11.567,4652.626458807124,1.6194539634408849,8430.21643466172,0.918560374416704,10037.982752072474,0.8479859456159841,10303.835913531837,0.8317802522933524,5671.4159610424285,0.7080198447042763
480.0,,,,,,11.417,10.475,6210.0,480.0,2023-07-15 12:14:17.075000,60140.507142,-443.4928579999978,v2.8.2,,null,True,,,,,,63.7,113.2,127.4,129.4,103.4,,,,,,,,,,,1.0,13.734594068237783,14.983129040822295,15.23974404655769,15.273568288224439,14.78649960035065,3803.523232341937,0.9373617088397429,12598.463927600007,0.9831612274781811,17623.951010704004,1.0858364617987082,20005.229179577796,1.1947443306031282,13923.058823801684,1.3022476442915423,4297203.992893884,,6848437.396165979,,6454772.420251767,,4661328.140339517,,21904195.921558626,,11.567,4652.306554668113,1.1465406560550737,8429.63679192571,0.6578335345619959,10037.29256293777,0.6184117418369669,10303.12744493123,0.6153192743664869,5671.02600722687,0.5304208185921296
16.0,,,,,,4.45,3.42,5500.0,16.0,2023-06-27 15:06:57.096000,60122.629819,-461.3701809999984,v2.8.2,,null,True,,,,,,250.9,481.1,579.4,613.2,505.8,,,,,,,,,,,1.0,13.437203349933242,14.850876827873009,15.254592497698905,15.377710774271875,14.95959416840212,77600.55343658401,1.232717314305948,257037.4133433735,1.1105180665721042,359568.81781100336,1.0710877207880272,408152.32644315116,1.085470397193338,284062.1719015682,1.1103394061139424,87672767.51275152,,139723750.75807104,,131692086.92076838,,95101731.03823726,,446895581.35016716,,4.652,91575.440949951,1.4547142594344853,186282.49935437966,0.8048247853431727,246506.05166870152,0.7342950555324975,262538.08928223286,0.6982131561885337,150549.19306557608,0.588465195842017
30.0,5.86e+07 1.0516e+08 1.0123e+08 7.2227e+07,No,375171900.0,498.125,498.12 604.38 710.62 816.88,5.0,3.86,5197.0,30.0,2024-07-08 13:56:02.353000,60499.580407,-84.41959299999871,v2.12.0rc1,No,regular,True,211691030.0,36643562.0,65652121.0,63204154.0,46191192.0,225.512,431.664,515.494,538.505,442.119,58600000.0,105160000.0,101230000.0,72227000.0,337217000.0,20.726940903246067,21.361823306786654,21.320469955322135,20.953945804459856,22.626970514293244,2.0,13.073045146269003,14.482926017146077,14.868314936981779,14.963145563509457,14.534892758447791,87673.0450460421,1.7239583824076872,290400.67010588816,1.5584969352930034,406240.5712977075,1.528748573395816,461130.181644134,1.5901718761366488,320933.22135073517,1.6418607364627684,99052624.69214435,1.6903178275109958,157859785.16538763,1.5011390753650402,148785617.59546205,1.469777907690033,107445861.91754074,1.4876135228867424,504902280.96903074,1.497262240542531,5.25,90649.52842236507,1.7824864449839826,197104.92718573599,1.0578054962411452,274891.10170704214,1.0344594047596456,299007.3174920782,1.0311036795286137,175393.3205524007,0.8972938521004733
315.0,,,,,,6.13,4.95,5000.0,315.0,2023-05-22 13:17:42.622000,60086.552137,-497.44786300000123,v2.8.2,,null,True,,,,,,574.7,1101.6,1303.0,1369.4,1131.9,,,,,,,,,,,1.0,13.681429601194488,15.094343251770333,15.458945694088921,15.5668752331825,15.153263915129287,325128.76152407896,0.984403151652523,1076928.6063659117,0.8874401200797716,1506511.9930247099,0.8873271333964597,1710065.9020180677,0.9119104664804696,1190156.2302860622,0.9289404077846056,367329059.63233835,,585410902.727584,,551760048.4391032,,398454735.97719336,,1872391374.292231,,6.4,278448.8558550888,0.8430688506082482,633803.460192752,0.522284035817803,914970.3119070437,0.538912393506598,1013294.8350843593,0.5403500325066803,609190.4687551871,0.4754851741841659
45.0,5.978e+07 1.1219e+08 1.1087e+08 8.1571e+07,No,640697078.421322,498.125,498.12 604.38 710.62 816.88,5.47,4.37,4960.0,45.0,2025-06-27 15:04:58.598000,60853.628193,269.6281929999968,v2.10.3,No,regular,True,219607760.0,35893306.0,67237750.0,66440279.0,50036423.0,223.54,426.92,518.29,551.717,462.568,59780000.0,112190000.0,110870000.0,81571000.0,364411000.0,20.778358492319796,21.461854085616757,21.449003834383237,21.115808181732262,22.74094741051271,3.0,13.083744948537657,14.488701219332839,14.909832863302462,15.045550545740454,14.66284664260154,85301.63386633311,1.7070524158141926,282545.8112342423,1.5502290527653926,395252.43427200214,1.471393706871167,448657.3712441081,1.4739477054013215,312252.5073564681,1.4593342106023544,96373414.66298302,1.612134738423938,153589938.4961968,1.3690162982101506,144761212.1837361,1.305684244464112,104539628.6729797,1.2815783633028859,491245507.5203414,1.3480534548088323,5.79,73692.69384469387,1.4747348362935646,169320.6954623974,0.9290028409681079,246165.19765983196,0.916391377461102,273775.13125182287,0.8994173558000341,165695.51148149176,0.7743897094544412
1207.0,,,,,,12.5,11.33,5500.0,1207.0,2023-06-28 12:03:04.431000,60123.502109,-460.4978909999991,v2.8.2,,null,True,,,,,,66.5,122.7,141.5,145.6,118.3,,,,,,,,,,,1.0,13.90984005127215,15.239954638391648,15.549514024058173,15.611538699641718,15.16065554789628,3527.3788456857596,0.7976434723694408,11683.786960593563,0.7760585787848365,16344.412318544431,0.8163124683062309,18552.80430814898,0.8751586985715127,12912.213272344585,0.9226377107890512,3985217.2667806074,,6351225.356487429,,5986141.347924089,,4322905.177815726,,20313901.770987332,,12.702,3711.815895851152,0.8393500810336711,7550.565250353166,0.501522405104994,9991.59896491747,0.49902478317459176,10641.42354058414,0.5019690943775728,6102.191615258266,0.43602998060422526
60.0,3.6013e+08 5.4197e+08 4.8458e+08 3.2531e+08,No,211805800.0,816.875,498.12 604.38 710.62 816.88,4.42,2.94,5837.0,60.019,2024-04-21 11:27:38.870000,60421.477186,-162.52281400000356,v2.12.0rc1,No,regular,True,1003557722.0,210483164.0,316215089.0,282721159.0,194138309.0,542.0,972.619,1103.84,1123.49,906.558,360130000.0,541970000.0,484580000.0,325310000.0,1711990000.0,21.36577012659275,21.809559992623726,21.688035588036556,21.255365408191324,23.058374932958124,2.0,13.644618306732825,14.914335620079118,15.189152512053488,15.22746792998331,14.761599847661058,299249.6086641505,1.0186735225015677,991208.72144177,1.0478029485635147,1386598.7193726203,1.1379902458074962,1573950.4237336335,1.2469602987888126,1095423.8083791565,1.3328798005126374,338090905.3713684,0.9388023918345275,538814169.2779238,0.9941771117920251,507841809.4970218,1.0480040643382347,366739082.8563209,1.1273526262836093,1723355335.8877025,1.0066386695528025,4.578,366509.4855023569,1.2476324039104754,701188.5194696895,0.7412237022395767,880032.2930393874,0.7222480098117721,919213.9114785165,0.7282460974781405,516154.6647013323,0.6280419699282753
47.0,3.0717e+07 7.0838e+07 7.2753e+07 5.1116e+07,No,2502214000.0,604.375,498.12 604.38 710.62 816.88,5.89,4.39,4930.0,47.0,2025-01-04 06:47:41.667000,60679.282849,95.2828490000029,v2.10.3,No,regular,True,135237479.0,18343601.0,42250311.0,43404596.0,31238970.0,164.562,333.728,418.038,447.663,374.522,30717000.0,70838000.0,72753000.0,51116000.0,225424000.0,20.428202349455617,21.33542108282701,21.364382621009447,20.981147508828045,22.59225573462109,2.5,12.79140313968804,14.326718584049782,14.815834161646084,14.964511359132086,14.577142024723631,60512.16534975868,2.2345165728780554,200435.30320978106,1.7996536262458454,280388.3064542542,1.604458080819494,318273.259298341,1.5881727861940105,221508.9500587971,1.57919809246898,68366381.03023437,2.225685484592713,108955237.23384732,1.5380902514730417,102692223.00736102,1.4115187415963744,74159415.3492343,1.4508063101423097,348484876.91311806,1.5459084964915806,6.21,51173.66971816783,1.8896764381063407,118411.52675226782,1.0631846291368627,173059.57345585877,0.9902939056402097,193075.53777290994,0.9634403953593711,117431.7112009863,0.8372028952994477
242.0,1.2083e+07 1.8646e+07 1.7577e+07 1.2736e+07,No,1100352112.676056,604.375,498.12 604.38 710.62 816.88,8.0,6.9,5524.0,242.015,2025-06-15 12:31:12.967000,60841.520275,257.5202750000026,v2.10.3,No,regular,True,36074654.0,7115406.0,10964379.0,10331025.0,7663843.0,104.526,177.291,205.374,216.018,178.075,12083000.0,18646000.0,17577000.0,12736000.0,61042000.0,19.745898523760587,20.21692578476098,20.15282346686687,19.803044211032905,21.504533471413946,3.0,12.136583240732072,13.28389503322991,13.603188894031664,13.712911289298287,13.293476350131955,44625.91358994364,4.084495838322292,147815.04627564125,4.702678232713494,206777.99683973953,4.902452564616924,234717.0174020906,5.029961908191548,163356.2310584617,5.15145367593698,50418162.93762117,4.172652730085341,80351231.42373024,4.309301266959682,75732445.59664384,4.308610433899063,54690352.6278931,4.294154571913717,256997182.54403868,4.210169760886581,8.194,45501.04888677242,4.164594735808429,92108.11163840184,2.9303837638458146,121385.92991291135,2.877911443697648,129106.4465914197,2.7667380731254276,73917.81269812501,2.331004978957324
45.0,6.7967e+07 1.4591e+08 1.5407e+08 1.199e+08,Yes,2502214000.0,604.375,498.12 604.38 710.62 816.88,5.23,3.98,4746.0,45.0,2024-10-20 11:50:54.213000,60603.49342,19.493419999998878,v2.12.0rc1,Yes,regular,True,292852317.0,40624184.0,87087314.0,91962947.0,73177871.0,238.168,484.028,610.954,659.862,558.415,67967000.0,145910000.0,154070000.0,119900000.0,487847000.0,20.677713968041296,21.50718135920879,21.566263921980653,21.294016673308764,22.81767781219597,2.0,12.98138576416276,14.521321142520938,15.027011278245572,15.194234310656885,14.831754093953545,106403.85182285136,1.8758172714536594,352442.9869519924,1.5043465779443685,493031.370475287,1.3208622498845044,559647.8084334764,1.2853120211059663,389498.6299574817,1.2490843960340388,120214608.66190389,1.7687202416158414,191585557.2337431,1.3130392518247076,180572749.57981712,1.1720175866801916,130401009.39175351,1.0875813960946914,612771547.5267804,1.2560732105081724,5.550000000000001,90003.4348329963,1.5866906569413337,217294.91676175495,0.9274886337283795,329918.3823577477,0.8838722298323894,375799.6980536987,0.8630782827300689,234643.42843781848,0.7524787574364583
